"","Всего учрежедний","Общая информация","Информация о госзадании","Показатели качества услуг","Показатели объёма услуг","Информация о ПФХД или показателях бюджетной сметы","Общий Рейтинг","year","municipality_matched","region_matched","oktmo","region","municipality","settlement","latitude_dd","longitude_dd","assets","assets_depreciation","assets_exhausted","assets_new","birth","build_flat","catering","catering_growth","collective_foreign","collective_people","collective_russian","comp_electr","comp_manufact","comp_mining","construction","crimes","criminals","death","doctors","doctors_per10","domesticserv","hospital_beds","hospital_beds_per10","hospitals","industry","invest_budg","invest_fed","invest_reg","investment","job_regist","job_regist_unempl","job_seeker","job_seeker_unempl","living_space","migration","n_companies","new_hospital_beds","new_housing","new_polycl_visits","new_preschool_places","new_school_places","nurses","nurses_per10","pens","pension","polycl_visits","polycl_visits_per10","polyclinic","pop_1_6","pop_old","pop_work","pop_young","population","preschool","preschool_child","preschool_coverage","preschool_places","preschool_waiting","pupils","retail","retail_growth","rni","schools","servises","volume_electr","volume_manufact","volume_mining","volume_water","wage","workers","region_oktmo","t8013004","t8313004","t8016002","t8009001","t8109002","t8109001","t8008007","t8008008","t8008025","t8006003","t8020002","t8313015","t8112013","t8006007","t8014002","t8010001","t8015001","t8015002","t8013002_301","t8013002_1","t8013002_212","t8013002_220","t8013002_221","t8013002_229","t8013002_234","t8013002_239","t8013002_285","t8013002_434","t8013002_231","t8123015_12","t8123017_12","t8013001_1","t8013001_89","t8013001_34","t8013001_36","t8013001_27","t8013001_5","t8013001_294","t8013001_293","t8013001_296","t8011011_0","t8011010_0","t8123015_0","t8123017_0","t8013001_15","t8013001_14","t8112027_11","t8123007_0","t8423007_101","t8045002_21","t8045002_26","t8045002_27","t8006005_9","t8045002_0","t8042018_kfs14_okved0","t8942018_kfs14_okved2101","t8042005_kfs14_okved0","t8942005_kfs14_okved2101","t8042010_kfs14_okved0","t8942010_kfs14_okved2101","t8042001_kfs14_okved0","t8942001_kfs14_okved2101","t8042008_kfs14_okved0","t8942008_kfs14_okved2101","t8042007_kfs14_okved0","t8942007_kfs14_okved2101","t8042006_kfs14_okved0","t8942006_kfs14_okved2101","t8042009_kfs14_okved0","t8942009_kfs14_okved2101","t8042003_kfs14_okved0","t8942003_kfs14_okved2101","t8042018_kfs199_okved0","t8942018_kfs199_okved2101","t8042017_kfs199_okved0","t8942017_kfs199_okved2101","model","share_profitable_firms","share_unprofitable_firms","share_profitable_mun_firms","avg_wage","mun_debt","mun_debt_supl","mun_debt_gov","mun_debt_budg","mun_debt_bank","n_mun_firms_reported","mun_firms_profit","debt_to_mun_firms","treatment","first.treat","index"
"466",232,232,225,196,216,231,0.950399994850159,2018,"Магнитогорский","Челябинская область",75738000,"Челябинская область","Магнитогорский","Магнитогорск",53.4072222222222,58.9791666666667,372436.6,63.2,33.3,24754.6,11.2,1491,1476.9,108.8,NA,NA,NA,NA,NA,NA,23944.4,NA,NA,13.2,1411,34.1,NA,3.5,85.7,15,NA,2.2,0.3,1.4,50060.8,1627,1374,NA,NA,26.1,-2410,8935,0,143.3,0,0,825,4774,115.5,135.9,14529.3,9.2,223.2,53,34.5,100.8,230.2,82.3,413.3,NA,30.3,NA,26.8,NA,NA,35069,117,-2,NA,NA,9626.1,537237.3,490.7,7101,43738.4,117.9,75,1162,1162,NA,282267,1089455,50060838,414400,9277,9185,888.4,NA,53,414894,937.3,26804,143320,NA,NA,NA,13908136,751490,33692,2197592,590305,2534773,463282,1605083,753928,6437244,NA,NA,14590369,8476800,9167355,9162184,494191,3125392,6113569,674190,2373100,3359,148,NA,NA,908051,534940,NA,NA,NA,13428095,NA,194976,NA,23289406,NA,84.6,NA,1062705,NA,13,NA,212935,NA,801933,NA,33878,NA,66490,NA,415587,NA,1780818,NA,86.3,NA,13.7,"Назначаемый мэр",86.3,13.7,84.6,NA,1062705,801933,33878,66490,415587,13,212935,1780818,1,2015,0.246700273201789
"467",90,90,87,82,83,90,0.963299989700317,2012,"Междуреченский","Кемеровская область — Кузбасс",32725000,"Кемеровская область","Междуреченский","Междуреченск",53.6866666666667,88.0702777777778,70682.7,51.3,23.7,6504.2,13.7,441,60,74.4,NA,NA,NA,28,63,14,4602.1,1873,926,13.9,342,34,NA,0.6,54,1,NA,7.1,0.3,2.9,6244.7,NA,NA,1181,1053,22.3,-952,1214,0,30.8,0,95,120,941,22,31.8,9438.4,3,295,10,8.2,21.5,60.8,19.7,102,39,5.5,NA,6,2003,NA,3668.2,144.9,-0.2,NA,NA,1937.6,2073.5,60566.8,NA,30763.1,36.4,32,NA,770.2,323,228536,NA,6231906,76900,19100,3200,51,NA,73.7,102465,226,5999,30775,19,10843,78950.5,4298515.1,180110.2,70013.1,313006.5,992405.5,610894.8,95089.3,208962.1,117791.9,1503169.4,262,21512,4334307.2,3067450.9,1790272.8,1785592.8,878179.2,702340.6,1266856.3,2386.2,453778.6,3651,129,NA,NA,631643.2,80061.8,102947,NA,NA,2009443,574689,94659,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.96,NA,37.04,NA,"Избираемый мэр",62.96,37.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.36316168200021
"468",90,90,87,76,78,90,0.938899993896484,2013,"Междуреченский","Кемеровская область — Кузбасс",32725000,"Кемеровская область","Междуреченский","Междуреченск",53.6866666666667,88.0702777777778,74200.7,55.1,20.7,5521.3,13,368,65.6,108.6,NA,NA,NA,27,59,15,3109,1688,892,12.3,326,32,NA,0.5,51,1,NA,5.7,0.7,1.5,6691.7,NA,NA,1131,998,22.3,-1010,1190,0,25,0,40,0,902,89,32.3,10369.5,3.4,337,10,8.2,22.1,59,19.9,101,39,5.6,NA,6,1930,NA,4265,108.6,0.7,NA,NA,2062.8,1898.1,56822,NA,33416.6,35.1,32,NA,748,296,236492,317527,6691697,83500,18500,600,52,NA,87.6,101510,356,5955,25046,19,11065,NA,3487097.2,160171,27976.2,230924,628331.6,609325.4,99723,147378.2,86020.1,1482314,247,25344.4,3399089.5,2242766.4,1434177.4,1435003,1278417.2,394625.6,1156323.1,NA,268126.5,3214,86,8355,20326.2,70063,78989.1,101983,33414.8,NA,2280543,498181,102314,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.8,NA,32.2,NA,"Избираемый мэр",67.8,32.2,NA,33414.8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.339767114345489
"469",90,90,88,80,80,90,0.953299999237061,2014,"Междуреченский","Кемеровская область — Кузбасс",32725000,"Кемеровская область","Междуреченский","Междуреченск",53.6866666666667,88.0702777777778,79796.5,57.2,24.4,7148.2,13.2,382,60.4,86.9,NA,NA,NA,25,56,17,2342.2,1811,838,13.4,326,32,NA,0.5,49,1,NA,3.7,0.3,1.2,5352.7,NA,NA,1481,1267,22.4,-114,1161,NA,25.1,NA,0,NA,931,92,32.7,11300.6,3.7,362,7,8.2,22.8,57.9,20.2,100.9,39,5.8,NA,5.9,NA,NA,4625.2,100.7,-0.2,NA,NA,2005.1,2124.6,57839.4,NA,35309.7,35.1,32,NA,913.2,184,147677,159967,5352739,84100,18500,600,52,NA,93.5,100972,356,5876,25113,19,11319,NA,4072465.9,182734.4,15351.2,236612.8,708877.2,675995.9,132150.4,148020.3,119019.8,1693156.6,260,24791.8,3999049.6,2456108,1703579.9,1701819.2,1701306.4,308581.7,1542941.6,NA,146612.2,3238,100,8528,21650.6,80476,74028.1,101038,35428.7,NA,2453108,504183,104918,256.4,NA,53.33,NA,869651,NA,15,NA,-108453,NA,342195,NA,129272,NA,153125,NA,7000,NA,603223,NA,59.18,NA,40.82,NA,"Избираемый мэр",59.18,40.82,53.33,35428.7,869651,342195,129272,153125,7000,15,-108453,603223,0,0,0.309512001349955
"470",88,88,84,83,83,86,0.963599979877472,2015,"Междуреченский","Кемеровская область — Кузбасс",32725000,"Кемеровская область","Междуреченский","Междуреченск",53.6866666666667,88.0702777777778,81048.3,60.4,28.6,4316.3,11.8,346,98.9,140.7,NA,NA,NA,23,56,17,2020.5,1961,1049,12.8,335,33,NA,0.5,53,1,NA,6,0.5,1.5,4448.4,NA,NA,1532,1423,22.7,-29,1151,NA,25.2,NA,0,NA,1076,107,33.2,12581.1,3.2,318,11,8.2,23.6,56.7,20.5,100.8,39,6.1,NA,6,NA,NA,4597.9,85.9,-1,NA,NA,2367.6,2298,60401.8,NA,37132.2,33.4,32,NA,844.1,170,176390,243499,4448399,108200000,27700000,2800000,52,NA,92.3,100839,256.1,6012,25183,19,11512,NA,3917125,191996.6,10925.2,282914.9,754727.3,720034.8,129022.2,204782.8,99884.8,1530182.8,262,24687.1,3871867.8,2338661.7,1634952.1,1633812.6,1648419.1,353678.1,1533206.1,9,90603.5,3035,91,8377,22628.7,70194.1,72641,100906,37251,NA,2503767,494115,118706,256.4,NA,33.33,NA,1114897,NA,15,NA,-248590,NA,479149,NA,188891,NA,199207,NA,NA,NA,710223,NA,47.92,NA,52.08,NA,"Избираемый мэр",47.92,52.08,33.33,37251,1114897,479149,188891,199207,NA,15,-248590,710223,0,0,0.268302822148716
"471",116,116,92,50,84,111,0.793099999427795,2012,"Миасский","Челябинская область",75742000,"Челябинская область","Миасский","Миасс",55.0455555555556,60.1077777777778,24438.8,47.9,15.2,1327.1,15,1131,200.8,114.3,NA,NA,NA,4,36,2,322.8,3017,1259,15,596,35.9,NA,1.1,67.1,7,NA,15.2,7.3,4.2,2071.9,NA,NA,1868,1667,25.1,53,4507,0,90.8,0,0,0,1594,95.9,50.8,9232.2,5.4,323.5,17,12.4,42.3,94.2,29.7,166.2,71,9.6,NA,10,4279,NA,4973.3,118.3,0,NA,NA,2464.5,33202.6,NA,NA,23622.9,44.2,75,577,NA,248,110115.5,NA,NA,274858,219886.4,1527,415.8,176,56.6,166205,554,9969,90765,37,16675,95915,3450820,156141,25438,373967,421388,720344,71556,251514,10892,1401626,463,21545.9,3226172,1908473,1952772,1970007,93717,808115,1317699,129114,490206,909,96,NA,NA,198540,80406,NA,NA,NA,5717924,581493,247064,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.43,NA,18.57,NA,"Избираемый мэр",81.43,18.57,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2015,0.380807429055343
"472",116,116,87,82,79,108,0.824999988079071,2013,"Миасский","Челябинская область",75742000,"Челябинская область","Миасский","Миасс",55.0455555555556,60.1077777777778,26077.2,47.1,15.3,1856.9,14.4,878,236.3,112.6,NA,NA,NA,23,97,5,NA,3144,1380,14.2,530,31.8,NA,1,62.2,7,NA,24.1,14.6,5.5,2610.6,NA,NA,1600,1358,25.4,300,4844,0,65.6,0,0,0,1567,94.1,51.5,10129.7,5.4,325.1,16,13.2,43.2,92.7,30.7,166.6,71,10.2,NA,10.1,4478,NA,6308.4,110.3,0.2,NA,NA,2587.1,37650.1,871.7,NA,26336.5,43.5,75,935.5,935.5,208,143978.3,324479,2610599,219800,175840,150,415.8,NA,53.2,166397,554,10083,65586,35,16566,NA,3816152,192806,27996,412579,234289,769140,110537,278775,18198,1827748,479,22085.9,3706080,2224999,2330641,2341393,83200,857327,1481081,107355,690336,887,32,9087,17489.4,226967,82805,NA,NA,NA,5449480,957757,256354,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.17,NA,20.83,NA,"Избираемый мэр",79.17,20.83,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2015,0.352439824156343
"473",115,115,91,91,89,108,0.867799997329712,2014,"Миасский","Челябинская область",75742000,"Челябинская область","Миасский","Миасс",55.0455555555556,60.1077777777778,29950.8,42.6,14.1,2313.8,14.1,1415,228.1,98.2,NA,NA,NA,25,100,6,NA,3034,1436,14.4,530,31.7,NA,0.9,56.7,7,NA,22.2,17.6,2.9,2941.2,NA,NA,2016,1706,25.3,653,4921,0,102.6,0,240,0,1583,94.7,52,11005.4,5.8,344,14,13.7,44.1,91.5,31.6,167.2,72,10.7,NA,8.5,NA,NA,7668.7,105.1,-0.3,NA,NA,2849.5,38308.8,766.4,NA,27671.8,43.3,75,907.6,907.6,191,51189,150457,2941200,219800,175830,80,417.8,NA,54.9,166862,554,8533,102616,36,17141,NA,3721274,184868,25989,294848,204058,879541,122270,154755,10822,1894210,514,22932.5,3692412,1553465,2617751,2653148,98612,560999,2138947,180346,326727,874,45,9061,19886.2,183950,88255,NA,NA,NA,4962863,1038175,259571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Избираемый мэр",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2015,0.326542054570501
"474",114,114,92,91,90,106,0.870199978351593,2015,"Миасский","Челябинская область",75742000,"Челябинская область","Миасский","Миасс",55.0455555555556,60.1077777777778,41643.8,49.3,9.3,2145.8,13.4,1372,218.5,86.3,NA,NA,NA,24,96,6,205.3,3930,1709,15,498,29.8,NA,1,60.1,7,NA,25.1,19.8,4.7,2164.4,NA,NA,2785,2476,25.7,204,4976,0,100.2,0,0,0,1529,91.5,52.8,12229.6,5.6,338.1,25,13.8,44.8,89.9,32.4,167.1,72,11.3,NA,9.9,NA,NA,9333.4,96.5,-1.6,NA,NA,2913.2,42138.8,738.2,NA,29210.3,41.4,75,741.7,741.7,221,13398,134133,2164420,115800,75600,3000,460.65,NA,45.3,167128,554.45,9926,100181,36,17723,NA,3799819,181418,21047,247616,263777,930986,113413,100061,11888,1826373,519,23455.7,3853946,1622782,2854446,2969326,79842,552695,2231164,432637,291789,878,41,8938,21084.3,140033,88837,NA,NA,NA,4592822,990932,261337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.26,NA,21.74,NA,"Назначаемый мэр",78.26,21.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2015,0.283953946055773
"475",113,113,92,90,90,106,0.875199973583221,2016,"Миасский","Челябинская область",75742000,"Челябинская область","Миасский","Миасс",55.0455555555556,60.1077777777778,42848.4,52.9,10.1,2424.6,13.5,612,237.5,103.5,NA,NA,NA,NA,NA,NA,266.7,3178,1575,14.3,485,29,NA,1,58.5,7,NA,46.2,NA,4,3590.5,NA,NA,1940,1775,25.9,510,4716,0,49.1,0,0,0,1575,94,53.6,12604.1,5.3,318.1,29,14,45.5,88.8,33.2,167.5,67,11.5,NA,10.1,NA,NA,8926.3,97.6,-0.8,NA,NA,2923.3,41658,778.2,1216.6,31131.1,40.2,75,779,779,323,142086.4,83630,3590460,114860,74600,1000,460.6,NA,50,167289,554.5,10135,49108,36,18274,NA,3853487,186851,25765,278051,124242,1090253,118344,134129,29791,1965915,521,24435.3,3944038,1658213,2896896,2896912,83260,583535,2285825,212165,398872,826,24,6566,21241.7,157582,84167,NA,NA,NA,3937992,286665,122127,NA,4958393,50,NA,297445,NA,4,NA,-38118,NA,246767,NA,13168,NA,6706,NA,NA,NA,137968,NA,73.77,NA,26.23,NA,"Назначаемый мэр",73.77,26.23,50,NA,297445,246767,13168,6706,NA,4,-38118,137968,1,2015,0.265256611257218
"476",113,113,93,91,88,105,0.870800018310547,2017,"Миасский","Челябинская область",75742000,"Челябинская область","Миасский","Миасс",55.0455555555556,60.1077777777778,46917.6,52,14.5,3016.6,11.4,777,250.2,102.5,NA,NA,NA,NA,NA,NA,357.7,2785,1355,14.2,542,32.4,NA,1,60.3,8,NA,35.7,NA,3.3,3122.2,1268,1156,1268,1156,26.3,73,4366,0,64,0,0,0,1691,101.2,53.9,13526.2,6.6,397.4,32,14.1,46.1,87.5,33.5,167.1,66,11.7,NA,10.3,NA,NA,9680.8,107.8,-2.8,NA,NA,3056.7,46137.2,953.7,1044.9,32343.1,40.2,75,851,851,274,33893,122528,3122214,117480,73800,800,465.8,NA,51,167285,554.5,10291,64013,37,19179,NA,4304924,215440,23775,226056,335564,1207546,139049,112471,140413,2003831,NA,NA,4404413,2006588,3000575,3001719,97490,762451,2397825,283619,320250,666,90,NA,NA,162111,214779,NA,NA,NA,3924956,296233,120891,NA,5386489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Назначаемый мэр",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2015,0.251817125155719
"477",117,117,92,68,84,113,0.82480001449585,2018,"Миасский","Челябинская область",75742000,"Челябинская область","Миасский","Миасс",55.0455555555556,60.1077777777778,48555.1,56.1,15.3,1827.6,10.4,974,279.8,113.8,NA,NA,NA,NA,NA,NA,275.2,NA,NA,14,523,31.4,NA,1.1,63.2,8,NA,NA,NA,1.7,2997.9,1122,1042,NA,NA,27,-16,4124,0,79.4,0,0,0,1718,103.2,54.6,14313.3,6.8,407.7,32,13.7,46.7,86.3,33.5,166.5,NA,11.5,NA,10.2,NA,NA,11003.2,110.7,-3.6,NA,NA,3004.1,51751.7,905.8,1312.3,34937.9,40.1,75,925.4,925.4,NA,25017,83856,2997853,125780,75840,1520,465.8,NA,52.3,166783,554.5,10172,79413,NA,NA,NA,4523950,247514,26407,262748,205659,1233589,160195,148393,143696,2236950,NA,NA,4534823,2010105,3076160,3100101,82285,820164,2524718,224522,350611,664,103,NA,NA,175116,241885,NA,NA,NA,4015097,NA,127603,NA,5570305,NA,25,NA,483036,NA,4,NA,-118651,NA,441470,NA,4786,NA,11676,NA,NA,NA,111909,NA,67.2,NA,32.8,"Назначаемый мэр",67.2,32.8,25,NA,483036,441470,4786,11676,NA,4,-118651,111909,1,2015,0.246700273201789
"478",710,710,682,613,636,708,0.946799993515015,2012,"город Екатеринбург","Свердловская область",65701000,"Свердловская область","муниципальное образование «город Екатеринбург»","Екатеринбург",56.8386111111111,60.6055555555556,962985.7,34.1,8.3,125280.9,13.8,15505,4710,121.1,NA,NA,NA,162,570,16,28851.4,24887,7603,11.5,10039,70.2,NA,19,132.6,59,NA,9.2,5.1,2.3,141009.7,NA,NA,6142,3837,23.3,15014,132811,0,1075.2,0,565,0,16445,115,365.6,9915.5,40.5,283.1,208,91.2,311.9,903.5,214,1429.4,362,55.4,NA,49.3,24010,NA,160219,120.7,2.3,NA,NA,62785.9,223434.8,610.9,NA,33498.8,447.4,65,882,NA,734,5206816,NA,NA,793800,381000,22700,678.7,NA,82,1420285,721,49257,1075199,195,127549,1252517,32191104,1988558,132491,4263906,4370850,2499869,778392,1579345,430430,14095352,2023,42133.3,32686560,24174776,12853048,12909896,3828730,9286131,8511784,NA,4148371,19272,464,NA,NA,2911811,1374654,1411137,33472.7,NA,33881173,5859495,928208,627,76217586,73.33,NA,5244208,NA,45,NA,1638876,NA,2900232,NA,219912,NA,578163,NA,5438142,NA,4766806,NA,81.79,NA,18.21,NA,"Сити-менеджер",81.79,18.21,73.33,33472.7,5244208,2900232,219912,578163,5438142,45,1638876,4766806,1,2012,0.408695905045403
